"","Family Size","Males","Females","Natives","Not Natives","Male Occupation","Female Occupation","Born.slaves","Can.read","Can.write"
"3615",6,2,4,3,3,"Raises Hogs","Whitewashing etc.",0,4,0
"3619",3,2,1,1,2,"Porter in Store 4.00w","Days Work",0,0,0
"3620",4,2,2,3,1,"Laborer 4w","W (?)",0,0,1
"3621",2,1,1,2,0,"Drives Oyster Cart 25cts day","lives out $1.00w",0,0,0
"3622",2,1,1,2,0,"Jobbing $5w","Washing & General House Work",0,1,0
"3623",5,3,2,0,5,"Gentlemans Nurse 20mo","Sewing",0,0,2
"3624",5,1,4,5,0,"House Painter $6w","Washing & Ironing $15mo",0,0,4
"3625",2,1,1,0,2,"Rag & Bone","Washing two 1/2 days 59cts",0,0,0
"3626",8,3,5,8,0,"Clothes Dealer $14w","House Work",0,2,1
"3627",2,1,1,0,2,"Rag & Bone","Rag & Bone",0,0,0
"3628",5,2,3,4,0,"Coachman 20mo","Seamstress",0,0,4
"3629",9,4,5,6,3,"S. Hand Clothes Dealer 14w","House Work",0,0,9
"3630",3,2,1,2,1,"in Chair Store $5w","Washing & Ironing",0,0,1
"3631",2,1,1,1,1,"Boot Maker 6w","Candy Maker",0,0,2
"3634",7,2,5,5,2,"Laborer $2w","unemployed",0,2,0
"3635",2,1,1,2,0,"Farmer $12mo","Cook $1.50w",0,0,2
"3636",2,1,1,0,2,"Jobbing","unemployed",0,0,0
"3637",8,5,3,4,4,"Porters in Store $4.50w","Washing & Ironing",1,0,3
"3638",6,5,1,5,1,"2 Jobbing","Days Work & Cuts Rags",0,2,1
"3639",3,1,2,2,1,"Jobbing","Washing",0,1,0
"3640",6,4,2,4,2,"House Carpenter $10w","House Work",0,2,1
"3642",7,4,3,5,2,"Waiter 14mo","Washing & Ironing",0,0,5
"3643",3,1,2,1,2,"Laborer $5w","Washing & Ironing",0,0,1
"3645",4,2,2,0,4,"2 Rag & Bone","2 Rag & Bone",0,0,0
"3646",5,3,2,5,0,"Sink Cleaner $7w","Washing & Ironing",0,0,0
"3647",2,1,1,0,2,"Seaman $18mo","Cook",0,0,0
"3649",4,2,2,2,2,"Plasterer","Washing & Ironing",0,4,1
"3650",5,3,2,3,2,"Jobbing $4w","Washing & Ironing",0,1,0
"3651",4,3,1,2,2,"Sweep Master $3.50w","House Work at Home",0,2,1
"3653",3,2,1,1,2,"Brick Maker $30mo","Washing & Ironing",0,2,1
"3654",2,1,1,0,2,"Market works at","Cuts Rags",0,0,0
"3655",2,1,1,0,2,"Coachman 14mo","Washing & Whitewashing",1,1,0
"3656",5,3,2,0,2,"Laborer $6w ","Washing",0,3,0
"3657",3,2,1,1,2,"Fisher in Spring, Forman in Summer, Night work in Winter","Day Work Rag & Bone Picker",0,0,0
"3658",2,1,1,2,0,"Rag Picker .25 day","Rag Picker (weakly)",0,0,0
"3659",2,1,1,2,0,"Carman (his own) $4w","Washing & Ironing",0,1,0
"3661",5,3,2,4,1,"Seaman $20mo","Cooking",0,2,1
"3662",6,3,3,6,0,"Chandler $6w","Washing & Ironing",0,2,0
"3663",2,1,1,1,1,"Ice Cream Maker 4.00w","Washing",0,1,0
"3664",4,3,1,0,4,"Laborer $3w","House Work",0,1,0
"3666",3,12,2,1,2,"Laborer in Labratory $6w","Washing & Ironing",0,0,1
"3667",7,2,5,6,1,"Waiter 18mo","House Work",0,0,7
"3669",4,1,3,4,0,"Waiter $12mo","Washing & Ironing $12mo",0,0,1
"3672",6,3,3,4,2,"Waiter $12mo","Washing & Ironing",0,2,1
"3673",0,3,1,3,0,"Seaman $10mo","1 Cook $1.00w 1 Makes Door Mats",0,0,0
"3674",4,1,3,4,0,"Waiter 12mo","House Work",0,0,3
"3676",2,1,1,1,1,"Teamster $500y","House Keeper $1.50w",0,0,1
"3677",3,2,1,3,0,"Laborer $5w","Washing & Ironing",0,0,2
"3678",5,2,3,5,0,"Laborer $5w","Washing & Ironing",0,2,1
"3679",2,1,1,2,0,"Porter in Store $5w","Washing & etc.",0,0,2
"3680",3,1,2,0,0,"Laborer $3w","Washing",0,2,0
"3681",7,2,5,1,6,"Waiter 12mo","Washing & Ironing",1,0,0
"3682",2,1,1,0,2,"Works in Ten Pin Alley $3.00w","Days Work",0,2,0
"3683",7,5,2,5,2,"Coachman $19mo","Washing & Ironing $8.00mo",0,1,0
"3684",4,3,1,2,0,"Shipwright $6w","Washing & General House Work",0,2,2
"3685",7,5,2,2,5,"2 B. Makers (6 mo) $30 each Mo","1 Days Work Washing",0,2,2
"3687",3,1,2,2,1,"Seaman $20mo","Washing & Ironing",0,1,0
"3688",5,2,3,1,4,"oysterman $6w","Washing & Ironing",0,1,0
"3689",2,1,1,0,2,"Whitewasher $300y","Whitewashing",0,1,1
"3690",6,1,5,6,0,"Laborer $6w","Washing & Ironing",0,0,3
"3693",2,1,1,0,2,"Wood Sawyer 4w","Washing",0,0,2
"3694",5,2,3,4,1,"Hod Carrier $4.00w","Washing & House Cleaning",0,3,2
"3695",8,3,5,5,3,"Carter $6w","Washing & Ironing",0,0,4
"3696",6,1,5,4,2,"Homany Dealer $6w","Washing & Ironing",0,1,0
"3697",2,1,1,1,1,"Seaman $18mo","Washing",0,0,1
"3699",4,2,2,0,4,"Wood Sawyer $4w","Washing & Ironing",0,2,1
"3701",4,2,2,2,2,"Porter in Store $4.50w","Washing & Ironing",0,0,0
"3702",5,3,2,3,2,"Public Waiter $24mo","Washing & Ironing",0,2,1
"3703",3,1,2,3,0,"Boot Maker 5w","Washing & Ironing",0,2,1
"3704",5,3,2,3,2,"Laborer $4w","Washing & Ironing",0,0,1
"3705",5,1,4,2,3,"Waiter 12mo","Washing & Ironing",0,0,0
"3706",2,1,1,1,1,"Public Waiter 20mo","Seamstress $4.00w",0,0,2
"3707",6,3,3,2,4,"Waiter $12mo","2 Washing & Sewing",2,4,0
"3710",4,2,2,3,1,"Tin & Iron Worker 7w","House Work",0,0,2
"3712",8,4,4,4,4,"Public Porter $6w","Borders (Occasionally)",0,0,3
"3713",5,1,4,3,2,"Clothes Dealer 350y","House Work",0,0,1
"3717",2,1,1,0,2,"Stove Store (in) 6w","Washing",0,2,0
"3718",3,2,1,1,1,"Porter in Store $5w","Weakly",0,0,1
"3719",2,1,1,0,2,"Laborer $7w","Washing & Ironing",0,0,1
"3721",2,1,1,0,2,"Oysterman","At home",0,0,2
"3722",6,3,3,4,2,"Brick Maker $32mo","Washing & Ironing",0,0,3
"3723",2,1,1,1,1,"Jobbing $5w","Weakly",0,0,1
"3726",5,3,2,4,1,"Porter $7w","Dress Maker $3.00w",0,3,2
"3728",7,5,2,2,5,"Laborer $5w","Washing & General Work",1,0,2
"3729",3,1,2,0,0,"Porter $5w","Sewing",0,0,1
"3730",5,1,4,5,0,"Jobbing $1.50w","Washing & Ironing",0,0,2
"3732",5,0,5,3,2,"1 Cooking 1 Days Work","3 Playing",1,1,0
"3733",4,1,3,3,1,"Seaman 20mo","Cook $2.00w",0,0,2
"3734",6,2,4,3,3,"Public Porter $6w","Washing & Ironing",0,3,0
"3735",4,2,2,2,2,"Carter $4w","Cook $1.25 w",0,1,0
"3736",3,1,2,1,2,"Huckster","Makes Door Mats",0,1,0
"3738",7,5,2,5,2,"Cook on Boat $12mo","Days Work",0,0,1
"3740",2,1,1,0,0,"Lumber Yard (in) $6w","Washing & Ironing",0,0,0
"3741",2,1,1,0,2,"Laborer $6w","Washing & Ironing",0,0,1
"3743",2,1,1,0,2,"Laborer & Night Work","Unemployed Sick",0,1,0
"3744",5,2,3,4,1,"Laborer $4w","Washing & Ironing",0,0,1
"3745",3,2,1,0,3,"Hair Picker 4w","Washing & Ironing",0,1,0
"3746",2,1,1,2,0,"Wood Sawyer $3w","Carpet Rags $1 w",0,0,1
"3747",2,1,1,0,2,"Porter $5w","Washing & Ironing",0,0,0
"3748",2,1,1,0,2,"Waiter 12mo","Seamstress",1,0,1
"3749",4,2,2,2,2,"Night Work","2 Washing",0,2,1
"3753",2,1,1,0,2,"Seaman $18mo","Whitewashing $10mo",0,0,0
"3756",4,3,1,0,4,"B Maker Jobber","Washing Day Work",0,2,1
"3757",6,2,4,4,2,"Coachman $15mo","Washing & Ironing",0,2,0
"3759",9,5,4,0,0,"Porter in Store $6w","Washing, regularly $12mo",0,0,4
"3760",1,1,0,0,2,"Laborer $6w","Washing & Ironing",0,1,0
"3761",4,3,1,1,3,"Sink Cleaner 2.00mo","Carpet Rags",0,0,3
"3762",5,3,2,0,5,"Laborer $6w","Washing & Ironing",0,1,0
"3764",2,1,1,0,2,"Jobbing $4w","Washing & Ironing",0,0,1
"3765",5,3,2,5,0,"Brick Maker $30mo","House Clean Cook $1.50w",0,0,2
"3767",4,3,1,2,2,"Porter $4w","Carpet Rags",0,1,1
"3768",2,1,1,1,1,"Works on Wharf","Cook $1.50w",0,0,0
"3769",7,4,3,4,3,"Hair Dresser $14w","House Work",0,0,4
"3770",3,2,0,2,1,"Carman $6w","Washing & Ironing",0,2,1
"3771",2,1,1,0,2,"Laborer $6w","Washing & Ironing",0,0,0
"3772",3,2,1,1,2,"Laborer on Wharf $3.50w","Makes Door Mats",0,1,0
"3773",4,2,2,0,4,"Jobbing","Washing & Ironing",0,3,1
"3774",3,1,2,1,2,"Seaman $20mo","Washing & Ironing",0,1,0
"3776",5,3,2,5,0,"Clergyman Itinerent","House work",0,0,5
"3777",4,3,1,2,2,"Wood Sawyer $4w","Washing & Ironing",0,3,1
"3778",3,2,1,0,2,"Laborer $5w","Washing & Ironing",0,2,0
"3779",6,4,2,5,1,"Lamp & Fluid Dealer $8w","Washing & Ironing",0,2,1
"3780",7,3,4,4,3,"Porter in Store 6w","Washing & Ironing",0,0,2
"3781",11,5,6,0,0,"Carter $8w","Washing & General House Work",0,0,5
"3782",2,1,1,2,0,"Tailor & Draper $300y","Mantua Maker & Milliner",0,0,2
"3783",5,1,4,4,1,"Drayman 3.00w","Washing & Days Work",0,1,0
"3785",5,3,2,3,2,"Carman & Jobber $6w","Washing & Ironing",0,2,0
"3786",3,2,1,1,2,"Seaman $25mo","Washing",0,0,1
"3787",2,1,1,2,0,"Laborer $4w","Cooking $1.25w",0,0,1
"3788",0,2,1,2,0,"oyster cart (drives)","Days Work",0,0,0
"3789",2,1,1,0,2,"Wood Sawyer $3.00w","Whitewashing Day Work",2,0,0
"3791",3,2,1,3,0,"Laborer $5w","Washing & Ironing",0,0,1
"3792",11,5,6,11,0,"Laborer $5w","Washing & Ironing",0,0,5
"3793",3,1,2,3,0,"Porter $7w","Washing",0,1,1
"3794",4,2,2,3,1,"Waiter $12mo","Washing",0,1,0
"3795",2,1,1,1,1,"Refrectory","House Work",0,0,2
"3796",4,1,3,4,0,"Clothes Cellar $14w","Washing & Ironing $14mo",0,2,1
"3797",3,1,2,1,2,"Laborer $4w","Washing & Ironing",0,3,0
"3798",2,1,1,0,2,"Laborer $6w","Washing & Ironing",1,1,0
"3802",5,2,3,1,4,"Porter in Stores $5w","Washing & Ironing",0,0,1
"3803",2,1,1,2,0,"B. Maker Jobbing (6mo) $24mo","Days Work",0,1,0
"3804",5,3,2,2,0,"Clothes Dealer $350y","Seamstress",0,0,0
"3806",3,2,1,1,2,"Rag & Bone etc","Rag & Bone",0,0,0
"3807",7,5,2,6,1,"Carter (his own) $6w","Washing",0,0,1
"3808",2,1,1,0,0,"Seaman 20mo","weakly",0,0,2
"3809",3,2,1,3,0,"Sailor $18mo","Teaches the Guitar",0,0,3
"3810",4,2,2,4,0,"Laborer $2.00w","Washing & Ironing",0,0,1
"3811",4,2,2,0,4,"Jobbing $4w","Washing",0,0,0
"3812",6,3,3,3,3,"Shoe Maker","Days Work",0,0,0
"3813",2,1,1,2,0,"Rag & Bone","Rag & Bone",0,0,0
"3814",3,1,2,1,2,"Jobbing 4w","Washing & Ironing",0,0,0
"3816",7,3,4,2,5,"Waiter 15mo","House Work",0,3,3
"3819",5,3,2,5,0,"B Maker Jobbing","Washing & Sewing",0,0,2
"3820",3,1,2,1,2,"Laborer","Rag & Bone",1,0,0
"3822",6,3,3,4,2,"Brick Maker Jobbing $20mo","Washing & Ironing $1w",0,0,0
"3823",4,2,2,2,2,"Clothes Dealer 30mo","shop keeper (cake) $5.00w",0,3,1
"3824",6,3,3,0,4,"Rag & Bone","2 Rag & Bone",0,3,0
"3826",7,3,4,1,6,"Farmer $15mo","Washing & Ironing",0,5,1
"3827",3,1,2,1,2,"Laborer $5w","Cook $2.00w",0,1,0
"3828",4,3,1,1,3,"Rag & Bone","Rag & Bone",0,0,0
"3830",5,3,2,2,3,"Waiter $18mo","Washing & Ironing",0,0,2
"3831",7,1,6,2,5,"Laborer $5w","Washing & Ironing",0,1,0
"3833",2,1,1,0,2,"Sailor","unemployed",0,2,1
"3835",4,2,2,0,0,"Seaman $14mo","Shop Keeper $3w",0,0,0
"3837",4,2,2,4,0,"Jobbing $3w","Washing & Ironing",0,0,0
"3838",4,2,2,4,0,"in Store 5w","Washing & Ironing",0,0,1
"3839",3,1,2,0,3,"Waiter $25mo","Seamstress $16mo",0,2,1
"3840",3,2,1,2,1,"Waiter $12mo","House Work",0,0,1
"3841",8,6,2,1,7,"Hair Dresser $15mo","Washing & Ironing $12mo",0,0,7
"3842",2,1,1,0,2,"Waiter (unemployed)","Sewing",0,2,0
"3843",5,4,1,2,3,"Porter $5.00w","Days Work",0,3,1
"3844",6,3,3,3,3,"Laborer $6w","Washing & Ironing",0,0,0
"3846",7,3,4,2,5,"Porter 7w","House Work",0,0,2
"3848",2,1,1,1,1,"Jobbing $3w","Washing & Ironing",1,0,0
"3849",5,1,4,1,4,"China Store $4w","Washing & Ironing",0,0,1
"3850",4,2,2,1,3,"Works on wharf","Picks coal & Rags",0,0,0
"3851",7,4,3,5,2,"Coal Carrier $4w","Washing etc",2,0,0
"3852",6,4,2,2,4,"Boot Cleaner $6w","Washing & Ironing",0,1,0
"3853",5,1,4,4,1,"Waiter $15mo","Plain Sewing",0,0,2
"3854",6,4,2,4,2,"Seaman 20mo","Washing",0,0,0
"3855",4,3,1,3,1,"Works on Wharf","Days Work",0,0,0
"3858",3,2,1,0,3,"Porter in Store $6w","Washing & Ironing",0,3,2
"3860",3,1,2,0,3,"Shoe Maker $2.50w","Days Work",0,0,1
"3861",7,3,4,4,0,"Laborer $6w","Washing & Ironing",0,1,0
"3862",5,4,1,5,0,"2 Hair Dressers; one in store $5.00w","House Work at home",0,0,5
"3863",3,2,1,3,0,"2 Rags & Bones","1 Rag & Bone",0,2,0
"3864",2,1,1,2,0,"Night Work","Washing",0,2,0
"3865",8,4,4,1,7,"Hair Dresser $30mo","Washing & Ironing",0,0,7
"3866",3,1,2,1,2,"Porter in Store $6w","Washing & Ironing",0,0,2
"3868",3,1,2,1,2,"Works on Wharf","Assignation House",0,0,0
"3871",3,2,1,3,0,"Well Digger & Night work","Cuts Rags",0,1,0
"3872",2,1,1,1,1,"Waiter & Boot Cleaner $20mo","washing & Ironing",0,0,2
"3873",4,3,1,0,4,"Waiter 12mo","Seamstress",0,0,1
"3874",5,2,3,2,3,"Laborer $3mo","Washing & Ironing",1,1,0
"3876",9,4,5,1,8,"Whitewasher etc $14mo","2 Washing one out $1.50w",3,7,2
"3877",2,1,1,0,2,"Carter (his own) $12w","House Work",0,2,0
"3879",4,1,3,4,0,"Waiter 12mo","Washing & Ironing",0,1,0
"3880",2,1,1,1,1,"Waiter $14mo","Washing & Ironing",0,0,2
"3881",3,1,2,0,3,"Jobbing & Carting $2.00w","Works at Hotel $1.25w",0,2,0
"3882",3,1,2,2,0,"Public Waiter $20mo","Washing & Ironing",0,0,2
"3883",4,2,2,3,1,"Porter $6w","washing & Ironing",0,0,0
"3884",5,2,3,2,3,"Seaman 20mo","unemployed",0,0,2
"3885",2,1,1,0,2,"Seaman 18mo","Washing & Ironing",0,0,1
"3888",4,2,2,2,2,"Carpenter","Days Work",0,2,1
"3889",3,1,2,0,3,"Waiter 15mo","Seamstress",0,3,2
"3893",2,1,1,0,2,"Jobbing $4w","Washing & Ironing",0,0,0
"3895",8,4,4,6,2,"Seaman $18mo","Washing & Ironing",0,0,3
"3896",2,1,1,0,2,"Cabinet Maker 500y","Washing & Ironing",0,2,1
"3897",7,3,4,2,5,"Laborer $5w","Washing & Ironing",0,0,1
"3898",3,2,1,3,0,"Public Waiter 20mo","Whitewasher",0,2,1
"3899",10,6,4,10,0,"Boot Maker 1500y","House Work",0,7,6
"3900",2,1,1,0,2,"Oysterman $6w","Washing & Ironing",0,2,1
"3901",2,1,1,0,2,"Wood Sawyer $4w","Washing & Ironing",0,0,0
"3902",6,2,4,6,0,"Laborer","Wasing",0,1,0
"3904",8,4,4,8,0,"Brick & Boot Maker 45mo","Washing & Ironing",0,5,2
"3905",4,2,2,3,1,"Waiter 12mo","Washing & Ironing",0,0,1
"3906",5,3,2,5,0,"Cabinet Maker $6w","Washing & Ironing",0,0,2
"3907",2,1,1,2,0,"Laborer $5w","Wasing & Ironing",0,0,0
"3908",2,1,1,0,2,"Coachman $30mo","Dress Maker",0,2,1
"3909",4,2,2,2,2,"Barber $6w","Washing & Ironing",0,0,1
"3910",2,1,1,0,2,"jobbing $4","Cook $2w",0,1,0
"3911",6,2,4,0,6,"Hod Carrier 4.00w","2 Washing & Sewing $18mo",1,2,1
"3912",4,2,2,2,2,"Public Waiter 20mo","Sewing $2.00w",0,0,1
"3914",8,3,5,3,5,"Waiter $12mo","Cook $2.50w",0,2,1
"3915",6,3,3,3,3,"1 Laborer 2 work in Market","lives out when well home all winter ill",0,1,0
"3916",2,1,1,0,2,"Laborer $4","Washing &c",0,0,0
"3919",5,2,3,3,2,"Wood Splitter $2.00w","Days Work One Day 621/2",1,3,2
"3920",2,1,1,0,2,"Jobbing  $4w","Washing & Ironing",0,0,0
"3921",3,1,2,1,2,"Laborer $4w","Washing & ironing",0,2,0
"3922",4,1,3,4,0,"Porter $5w","Washing",0,1,0
"3923",4,2,2,4,0,"Porter $4wk","Washing & Ironing",0,0,3
"3924",6,2,4,3,3,"Sail Maker $4w","Boarding House",0,6,2
"3925",3,1,2,0,3,"Work on Wharf  $4.00w","Day Work",0,0,0
"3926",5,2,3,0,5,"B Maker Jobbing (6mo) $30mo","Cuts Carpet Rags",2,2,1
"3927",2,1,1,1,1,"Clothes Celler $6w","Old woman House Work ",1,0,1
"3931",9,5,4,6,3,"Laborer $6w","Washing",0,2,1
"3932",2,1,1,0,2,"Porter $5w","Washing",0,0,0
"3933",7,4,3,3,4,"Laborer $6w","Washing",0,0,3
"3934",2,1,1,0,2,"Waterman (canal) 30mo","Washing & Ironing",0,0,2
"3940",3,1,2,2,1,"Brick Maker (7mos) 30mo","House Work",0,0,2
"3941",3,2,1,3,0,"Hair Dresser 12w","Seamstress $2.00w",0,0,2
"3942",4,3,1,2,2,"Wood Sawyer $5w","Washing & Ironing",0,0,2
"3943",2,1,1,2,0,"Oysterman","Washing & Ironing",0,2,1
"3944",3,2,1,2,1,"Porter in Store 5","Washing                                                 ",0,0,1
"3945",2,1,1,2,0,"Works in Lumber Yard $5.00w","Washing",0,0,0
"3946",5,2,3,2,3,"Jobbing 6w","weakly",0,0,2
"3947",4,2,2,2,2,"Porter in Store $6w","House Cleaning & Washing",0,2,1
"3948",8,3,5,4,4,"Confectionary $30mo","Cake Baker",1,6,3
"3950",6,4,2,3,3,"B. Maker(6mo) Hominy 200y","Washing, Day Work",0,3,1
"3951",3,1,2,1,2,"Carter $6w","washing",0,0,0
"3952",3,1,2,1,2,"Laborer 5.00w","Days Work",1,0,0
"3953",7,5,2,5,2,"Wood Sawyer $2 w","Washing & General House Work",0,0,0
"3956",6,3,3,2,4,"Jobbing $2 w","Washing & Days Work $12mo",0,0,0
"3959",3,1,2,2,1,"Seaman $20mo","Washing & Ironing",0,0,2
"3960",7,3,4,7,0,"Rag & bone Gatherer $3w","Washing & Ironing",0,1,0
"3961",3,1,2,0,3,"Picker of Rags","Cuts Rags",0,0,1
"3963",5,3,2,5,0,"Public Waiter 24","Seamstress $3.00w",0,0,4
"3964",9,4,5,8,1,"Waiter $10mo","Washing & Ironing 1 Cook 6.00mo",0,0,7
"3965",4,2,2,0,4,"Car man (his own) $6.00w","Washing & Ironing",0,0,2
"3966",4,1,3,2,2,"Jobbing $5w","Washing & Ironing",0,2,0
"3969",2,1,1,1,1,"Laborer","Rag & Bone",1,0,0
"3971",2,1,1,1,1,"Porter $6w","Washing & Ironing",0,2,1
"3973",5,2,3,3,2,"Jobbing $4w","Washing & Ironing",0,2,1
"3974",3,1,2,1,2,"Sailor $12mo","Wants Work",0,0,1
"3976",4,2,2,2,2,"Hod Carrier","Washing & General House Work",0,0,0
"3977",3,2,1,1,2,"Steward on Steam Boat  $23mo","Washing & Ironing",0,0,1
"3979",2,1,1,0,2,"waiter $12mo","Washing & Ironing",0,2,1
"3980",3,2,1,2,1,"Seaman $14mo","Cook  $2 w",0,1,0
"3981",6,1,5,5,1,"Waiter on S. Boat 15mo","Washing & Ironing",0,2,1
"3982",4,2,2,4,0,"Seaman $20mo","House Work",0,0,2
"3983",2,1,1,1,1,"Works on Wharf","Days Work",0,0,0
"3984",2,1,1,0,2,"Wood Sawyer","Days Work & Rags",0,1,0
"3986",2,1,1,0,2,"Laborer $4w","Washing & Ironing",2,1,0
"3987",6,4,2,6,0,"Wood Sawyer $5w","Washing &c",0,0,5
"3989",2,1,1,2,0,"Public Porter $6w","Cook $1.50w",0,0,0
"3990",4,1,3,2,2,"Refrectory (Oyster)","Boarders",0,2,1
"3994",6,5,1,0,5,"Hair Dresser $18w","House Work",0,4,3
"3995",2,1,1,2,0,"Clergyman 200y","House Work",0,0,2
"3996",3,2,1,2,1,"Porter in Store $5.00w","Sewing not regularly",0,3,0
"3997",2,1,1,0,2,"Public Porter $5w","Washing & Ironing",0,2,0
"3998",2,1,1,2,0,"Waiter $12mo","Washing & Ironing",0,0,1
"3999",2,1,1,1,1,"Jobbing","Rag & Bone",0,1,0
"4000",5,3,2,1,4,"Picks Coal","at home",0,0,0
"4002",2,1,1,0,2,"Laborer $6w","Washing & Ironing",0,2,1
"4005",5,2,3,4,1,"Barber (Absent 2 mo)","Days Work",0,0,1
"4006",2,1,1,0,2,"Brick Maker Jobbing (6mo) $30","at home",0,0,0
"4007",6,4,2,6,0,"Jobbing $2.00w","Washing & Work for Day",0,0,0
"4011",3,2,1,3,0,"Jobbing $4w","Washing & Ironing",0,3,1
"4012",10,6,4,5,5,"Carter $5w","Washing & Ironing",0,0,1
"4013",2,1,1,2,0,"Laborer $5w","Washing & Ironing",0,2,0
"4014",3,2,1,1,2,"Carter (his own) $7w","House Keeper",0,3,2
"4015",3,1,2,3,0,"laborer $4w","Washing &c",0,1,0
"4017",5,3,2,3,2,"Carter 6w","Washing & Ironing",0,0,1
"4018",2,1,1,0,2,"Porter $5w","Sewing $2w",0,0,1
"4019",8,3,5,1,7,"Working on Wharf $5w","2 Washing &c",4,1,0
"4020",2,1,1,1,1,"Works in Ten Pin Alley","Days Work",0,0,0
"4021",6,2,4,4,2,"2 Work on Wharf","2 Cut Rags",0,2,0
"4022",6,2,4,3,3,"Brick Yard $30mo","Washing & Ironing",0,0,0
"4023",4,1,3,2,2,"Whitewasher 24mo","Washing & Ironing",1,2,1
"4024",6,2,4,3,3,"Public Porter 3.50w","Washing Days Work",0,5,3
"4025",2,1,1,0,0,"Laborer ","Washing & Ironing $8mo",0,0,1
"4026",3,2,1,2,1,"Rag & Bone","Cut Rags Days Work",0,0,0
"4027",5,2,3,3,2,"Jobbing $4w","Washing & Ironing",0,0,1
"4030",2,1,1,1,1,"Drayman $6w","Washing",0,0,1
"4031",3,2,1,3,0,"Jobbing $5w","Washing & Ironing",0,0,2
"4032",2,1,1,0,2,"Labourer 5 Week","Washing $2 Week",0,0,0
"4033",3,1,2,1,2,"Farmer 4.00 w","Washing & Days Work $2.00 w",0,0,0
"4034",5,2,3,5,0,"Carries Salt $6 Wee","Wash $1.75 Wee",0,4,3
"4036",6,4,2,6,0,"Carpenter $5 Wee","keeps Shop $2 Wee",0,3,2
"4037",5,2,3,3,2,"Whitewasher 250 y","Wash & Days Work",2,4,3
"4039",3,2,1,1,2,"Selling cakes $150 we","Wants work",0,2,1
"4040",5,3,2,5,0,"Jobbing $2.00 w","Days Work $1.75 w",0,0,0
"4043",2,1,1,1,1,"Brick maker (7 mo) 26 mo","Washing & Ironing 20 qr",1,2,0
"4044",7,3,4,1,6,"Labourer $5 Wee","Washing $1.50 ",1,2,1
"4045",7,3,4,5,2,"Plasterer $6 Wee","keeps the house",0,2,2
"4047",4,1,3,1,3,"Stevedore $5 Wee","Washing $2.00  Wee",0,3,3
"4048",8,4,4,7,1,"Farmer $16 mo","Washing $1.50 w",1,0,2
"4049",5,2,3,3,2,"Carter (owns) $6 w","Washing $1.50 w",1,0,2
"4050",6,2,4,5,1,"Labr $5 Week","Wash $3 Week",0,4,4
"4054",5,2,3,2,3,"1 Plaster $7 Week,  1 With Homany $6 Wee","Wash $2 Wee",0,4,3
"4056",3,2,1,1,2,"Barber $5 Week","keeps House",0,3,2
"4057",4,2,2,2,2,"Labr $4.50 Wee","Wash $1.00 Wee",1,0,0
"4059",6,2,4,3,3,"melting Iron $7.50 W","Wash $1.50 Wee",0,5,3
"4061",6,4,2,5,1,"Blacksmith $6 Wee","Wash $1.00 Wee",0,6,4
"4064",2,1,1,0,2,"Porter in store $5.00 w","Washing 150",2,1,0
"4066",7,3,4,6,1,"Laborer $3.00 w","Washing $1.00 w",1,1,0
"4067",3,1,2,1,2,"Sells Cakes $1.50 Wee","Wash 50 cts Wee",0,2,1
"4069",3,1,2,2,1,"Porter $2 Wee","Wife Sick",0,0,0
"4070",5,3,2,1,5,"Water  $10 Mon","keeps House",5,4,3
"4071",3,1,2,2,1,"Labour $4 Wee","Wants Washing",0,2,0
"4072",3,1,2,2,1,"Labourer $4.50 Wee","Washing $4.50 Wee",2,0,0
"4073",7,3,4,7,0,"Lime Burner $4.00 w","Days Work $1.25 w",0,0,3
"4075",2,1,1,1,1,"Waiter $10 mo","Days Work $1.25 w",0,1,0
"4076",4,1,3,4,0,"Water $6 Wee","Wash $1.50 Wee",0,2,1
"4077",8,4,4,7,1,"Laborer 200 y","2 Washing & Days Work $4.00 w",0,5,4
"4078",4,2,2,4,0,"Work Stove Store $5 Wee","Washing$1 Week",0,2,2
"4081",3,1,2,3,0,"Carter $3 Wee","Wash $3 Wee",0,2,2
"4082",7,3,4,6,1,"Labr $5 Wee","Wash Cooking  &c  $2.00 Wee",1,3,3
"4085",3,1,2,1,2,"Labr $5 Wee","Wash $3.50 W",1,2,0
"4087",3,1,2,1,2,"Labr $5 Wee","Sewing $1.50 Wee",0,2,2
"4088",4,1,3,2,2,"Labr $5.00 Wee","Keeps the House",0,2,2
"4091",4,2,2,3,1,"Dealer in cakes $6 Wee","Washing 50 cts Wee",0,2,0
"4092",8,2,6,5,3,"Carter & jobber $6 w","Washing & cooking $2.00 w",2,1,0
"4094",8,3,5,8,0,"Lumber yard (in) $6 w","Weaakly",0,3,2
"4095",11,6,5,11,0,"2 Sons Carters $6 Wee each","Washing $2.00 Wee",0,5,3
"4097",5,2,3,1,4,"Labr $4 Wee","Wash 1.50 Wee",2,1,0
"4098",10,6,4,9,1,"Carter $5  Wee","Wash $1.50 Wee",1,2,1
"4100",7,3,4,7,0,"Iron Store (in) $6. w","Keeps house",0,0,1
"4101",4,2,2,4,0,"Labr $4.50 Wee","out by Days Work $2 Week",0,2,1
"4102",2,1,1,2,0,"Dealer in Oysters $4 Wee","Sewing & Wash $2.50 Wee",0,2,1
"4105",10,3,7,10,0,"Labr $4.50 Wee","Wash $1.00 Wee",2,6,3
"4106",5,3,2,5,0,"Rather Worthless","Washing Wanted",0,0,0
